DOI
https://doi.org/10.3390/land9030065
https://doi.org/10.1007/s10021-005-0007-8
https://doi.org/10.1080/24694452.2021.1978837
https://doi.org/10.1080/21550085.2021.2002625
https://doi.org/10.1080/00139157.2021.1924574
https://doi.org/10.1016/j.geoforum.2016.09.008
https://doi.org/10.2458/jpe.5217
