DOI
https://doi.org/10.1007/s13280-016-0800-y
https://doi.org/10.1080/17565529.2022.2062287
https://doi.org/10.5751/ES-11332-250113
http://dx.doi.org/10.1016/j.cosust.2015.06.006
https://doi.org/10.1177/0309132511425767
https://www.doi.org/10.1108/IJSHE-04-2019-0152
https://doi.org/10.1007/s11625-020-00882-y
